,offspring,model
1665,94,high_var
1666,105,high_var
1667,116,high_var
1668,549,high_var
1669,74,high_var
1670,72,high_var
1671,82,high_var
1672,118,high_var
1673,116,high_var
1674,507,high_var
1675,97,high_var
1676,543,high_var
1677,89,high_var
1678,91,high_var
1679,80,high_var
1680,89,high_var
1681,92,high_var
1682,115,high_var
1683,95,high_var
1684,108,high_var
1685,103,high_var
1686,115,high_var
1687,107,high_var
1688,80,high_var
1689,90,high_var
1690,84,high_var
1691,106,high_var
1692,116,high_var
1693,94,high_var
1694,418,high_var
1695,405,high_var
1696,91,high_var
1697,107,high_var
1698,106,high_var
1699,86,high_var
1700,93,high_var
1701,107,high_var
1702,131,high_var
1703,101,high_var
1704,110,high_var
1705,113,high_var
1706,70,high_var
1707,539,high_var
1708,98,high_var
1709,115,high_var
1710,496,high_var
1711,105,high_var
1712,75,high_var
1713,96,high_var
1714,97,high_var
1715,107,high_var
1716,94,high_var
1717,109,high_var
1718,87,high_var
1719,96,high_var
1720,92,high_var
1721,110,high_var
1722,78,high_var
1723,116,high_var
1724,107,high_var
1725,107,high_var
1726,9,high_var
1727,459,high_var
1728,95,high_var
1729,24,high_var
1730,388,high_var
1731,80,high_var
1732,100,high_var
1733,83,high_var
1734,100,high_var
1735,8,high_var
1736,85,high_var
1737,89,high_var
1738,111,high_var
1739,93,high_var
1740,116,high_var
1741,387,high_var
1742,24,high_var
1743,123,high_var
1744,501,high_var
1745,96,high_var
1746,89,high_var
1747,96,high_var
1748,87,high_var
1749,94,high_var
1750,118,high_var
1751,97,high_var
1752,86,high_var
1753,99,high_var
1754,103,high_var
1755,85,high_var
1756,104,high_var
1757,84,high_var
1758,94,high_var
1759,134,high_var
1760,101,high_var
1761,84,high_var
1762,100,high_var
1763,79,high_var
1764,98,high_var
1765,109,high_var
1766,563,high_var
1767,550,high_var
1768,90,high_var
1769,103,high_var
1770,117,high_var
1771,115,high_var
1772,103,high_var
1773,95,high_var
1774,94,high_var
1775,103,high_var
1776,106,high_var
1777,101,high_var
1778,518,high_var
1779,109,high_var
1780,98,high_var
1781,97,high_var
1782,450,high_var
1783,100,high_var
1784,114,high_var
1785,400,high_var
1786,86,high_var
1787,479,high_var
1788,86,high_var
1789,120,high_var
1790,78,high_var
1791,95,high_var
1792,116,high_var
1793,118,high_var
1794,23,high_var
1795,118,high_var
1796,122,high_var
1797,82,high_var
1798,102,high_var
1799,101,high_var
1800,110,high_var
1801,106,high_var
1802,87,high_var
1803,105,high_var
1804,95,high_var
1805,90,high_var
1806,94,high_var
1807,114,high_var
1808,82,high_var
1809,447,high_var
1810,117,high_var
1811,112,high_var
1812,89,high_var
1813,107,high_var
1814,88,high_var
1815,111,high_var
1816,109,high_var
1817,82,high_var
1818,105,high_var
1819,71,high_var
1820,92,high_var
1821,95,high_var
1822,102,high_var
1823,103,high_var
1824,95,high_var
1825,129,high_var
1826,81,high_var
1827,111,high_var
1828,79,high_var
1829,93,high_var
1830,107,high_var
1831,87,high_var
1832,494,high_var
1833,88,high_var
1834,93,high_var
1835,541,high_var
1836,88,high_var
1837,112,high_var
1838,503,high_var
1839,125,high_var
1840,114,high_var
1841,100,high_var
1842,102,high_var
1843,94,high_var
1844,97,high_var
1845,102,high_var
1846,25,high_var
1847,17,high_var
1848,506,high_var
1849,519,high_var
1850,108,high_var
1851,108,high_var
1852,106,high_var
1853,86,high_var
1854,90,high_var
1855,79,high_var
1856,100,high_var
1857,146,high_var
1858,114,high_var
1859,89,high_var
1860,96,high_var
1861,115,high_var
1862,94,high_var
1863,18,high_var
1864,90,high_var
1865,93,high_var
1866,113,high_var
1867,153,high_var
1868,91,high_var
1869,106,high_var
1870,91,high_var
1871,85,high_var
1872,83,high_var
1873,106,high_var
1874,116,high_var
1875,120,high_var
1876,85,high_var
1877,116,high_var
1878,132,high_var
1879,72,high_var
1880,82,high_var
1881,73,high_var
1882,89,high_var
1883,133,high_var
1884,19,high_var
1885,121,high_var
1886,117,high_var
1887,586,high_var
1888,121,high_var
1889,89,high_var
1890,116,high_var
1891,532,high_var
1892,85,high_var
1893,93,high_var
1894,90,high_var
1895,90,high_var
1896,114,high_var
1897,100,high_var
1898,129,high_var
1899,108,high_var
1900,15,high_var
1901,115,high_var
1902,103,high_var
1903,115,high_var
1904,92,high_var
1905,473,high_var
1906,97,high_var
1907,35,high_var
1908,108,high_var
1909,538,high_var
1910,82,high_var
1911,125,high_var
1912,137,high_var
1913,20,high_var
1914,88,high_var
1915,90,high_var
1916,109,high_var
1917,92,high_var
1918,85,high_var
1919,99,high_var
1920,107,high_var
1921,16,high_var
1922,93,high_var
1923,398,high_var
1924,87,high_var
1925,92,high_var
1926,19,high_var
1927,112,high_var
1928,97,high_var
1929,490,high_var
1930,437,high_var
1931,93,high_var
1932,407,high_var
1933,90,high_var
1934,126,high_var
1935,22,high_var
1936,27,high_var
1937,112,high_var
1938,501,high_var
1939,78,high_var
1940,430,high_var
1941,111,high_var
1942,105,high_var
1943,103,high_var
1944,491,high_var
1945,88,high_var
1946,108,high_var
1947,483,high_var
1948,90,high_var
1949,92,high_var
1950,64,high_var
1951,118,high_var
1952,508,high_var
1953,107,high_var
1954,87,high_var
1955,85,high_var
1956,90,high_var
1957,119,high_var
1958,102,high_var
1959,97,high_var
1960,17,high_var
1961,98,high_var
1962,95,high_var
1963,113,high_var
1964,101,high_var
1965,464,high_var
1966,112,high_var
1967,115,high_var
1968,22,high_var
1969,451,high_var
1970,93,high_var
1971,73,high_var
1972,97,high_var
1973,101,high_var
1974,415,high_var
1975,21,high_var
1976,111,high_var
1977,132,high_var
1978,127,high_var
1979,104,high_var
1980,99,high_var
1981,88,high_var
1982,104,high_var
1983,98,high_var
1984,117,high_var
1985,83,high_var
1986,86,high_var
1987,90,high_var
1988,453,high_var
1989,78,high_var
1990,88,high_var
1991,91,high_var
1992,109,high_var
1993,97,high_var
1994,23,high_var
1995,100,high_var
1996,94,high_var
1997,22,high_var
1998,66,high_var
1999,93,high_var
