,offspring,model
2892,115,alpha=1.9
2893,90,alpha=1.9
2894,94,alpha=1.9
2895,89,alpha=1.9
2896,98,alpha=1.9
2897,103,alpha=1.9
2898,100,alpha=1.9
2899,114,alpha=1.9
2900,110,alpha=1.9
2901,106,alpha=1.9
2902,110,alpha=1.9
2903,103,alpha=1.9
2904,91,alpha=1.9
2905,110,alpha=1.9
2906,101,alpha=1.9
2907,97,alpha=1.9
2908,112,alpha=1.9
2909,103,alpha=1.9
2910,132,alpha=1.9
2911,94,alpha=1.9
2912,104,alpha=1.9
2913,91,alpha=1.9
2914,96,alpha=1.9
2915,102,alpha=1.9
2916,112,alpha=1.9
2917,101,alpha=1.9
2918,104,alpha=1.9
2919,100,alpha=1.9
2920,105,alpha=1.9
2921,100,alpha=1.9
2922,98,alpha=1.9
2923,94,alpha=1.9
2924,106,alpha=1.9
2925,67,alpha=1.9
2926,110,alpha=1.9
2927,95,alpha=1.9
2928,88,alpha=1.9
2929,86,alpha=1.9
2930,110,alpha=1.9
2931,82,alpha=1.9
2932,96,alpha=1.9
2933,98,alpha=1.9
2934,115,alpha=1.9
2935,115,alpha=1.9
2936,88,alpha=1.9
2937,107,alpha=1.9
2938,88,alpha=1.9
2939,95,alpha=1.9
2940,102,alpha=1.9
2941,101,alpha=1.9
2942,109,alpha=1.9
2943,94,alpha=1.9
2944,99,alpha=1.9
2945,96,alpha=1.9
2946,88,alpha=1.9
2947,80,alpha=1.9
2948,91,alpha=1.9
2949,106,alpha=1.9
2950,111,alpha=1.9
2951,98,alpha=1.9
2952,97,alpha=1.9
2953,113,alpha=1.9
2954,101,alpha=1.9
2955,90,alpha=1.9
2956,93,alpha=1.9
2957,102,alpha=1.9
2958,100,alpha=1.9
2959,101,alpha=1.9
2960,84,alpha=1.9
2961,118,alpha=1.9
2962,104,alpha=1.9
2963,93,alpha=1.9
2964,95,alpha=1.9
2965,89,alpha=1.9
2966,104,alpha=1.9
2967,116,alpha=1.9
2968,97,alpha=1.9
2969,96,alpha=1.9
2970,101,alpha=1.9
2971,102,alpha=1.9
2972,92,alpha=1.9
2973,99,alpha=1.9
2974,112,alpha=1.9
2975,113,alpha=1.9
2976,97,alpha=1.9
2977,86,alpha=1.9
2978,110,alpha=1.9
2979,86,alpha=1.9
2980,101,alpha=1.9
2981,113,alpha=1.9
2982,90,alpha=1.9
2983,112,alpha=1.9
2984,79,alpha=1.9
2985,95,alpha=1.9
2986,96,alpha=1.9
2987,104,alpha=1.9
2988,100,alpha=1.9
2989,85,alpha=1.9
2990,99,alpha=1.9
2991,101,alpha=1.9
2992,124,alpha=1.9
2993,104,alpha=1.9
2994,97,alpha=1.9
2995,87,alpha=1.9
2996,96,alpha=1.9
2997,106,alpha=1.9
2998,106,alpha=1.9
2999,100,alpha=1.9
3000,102,alpha=1.9
3001,103,alpha=1.9
3002,123,alpha=1.9
3003,92,alpha=1.9
3004,102,alpha=1.9
3005,85,alpha=1.9
3006,104,alpha=1.9
3007,104,alpha=1.9
3008,96,alpha=1.9
3009,99,alpha=1.9
3010,95,alpha=1.9
3011,91,alpha=1.9
3012,116,alpha=1.9
3013,109,alpha=1.9
3014,89,alpha=1.9
3015,90,alpha=1.9
3016,91,alpha=1.9
3017,89,alpha=1.9
3018,113,alpha=1.9
3019,106,alpha=1.9
3020,103,alpha=1.9
3021,110,alpha=1.9
3022,91,alpha=1.9
3023,103,alpha=1.9
3024,99,alpha=1.9
3025,107,alpha=1.9
3026,106,alpha=1.9
3027,98,alpha=1.9
3028,99,alpha=1.9
3029,123,alpha=1.9
3030,109,alpha=1.9
3031,103,alpha=1.9
3032,103,alpha=1.9
3033,116,alpha=1.9
3034,100,alpha=1.9
3035,99,alpha=1.9
3036,99,alpha=1.9
3037,99,alpha=1.9
3038,118,alpha=1.9
3039,107,alpha=1.9
3040,103,alpha=1.9
3041,101,alpha=1.9
3042,88,alpha=1.9
3043,109,alpha=1.9
3044,105,alpha=1.9
3045,95,alpha=1.9
3046,99,alpha=1.9
3047,98,alpha=1.9
3048,107,alpha=1.9
3049,98,alpha=1.9
3050,117,alpha=1.9
3051,93,alpha=1.9
3052,92,alpha=1.9
3053,91,alpha=1.9
3054,98,alpha=1.9
3055,96,alpha=1.9
3056,74,alpha=1.9
3057,103,alpha=1.9
3058,98,alpha=1.9
3059,91,alpha=1.9
3060,96,alpha=1.9
3061,95,alpha=1.9
3062,108,alpha=1.9
3063,101,alpha=1.9
3064,97,alpha=1.9
3065,96,alpha=1.9
3066,98,alpha=1.9
3067,128,alpha=1.9
3068,104,alpha=1.9
3069,77,alpha=1.9
3070,127,alpha=1.9
3071,99,alpha=1.9
3072,91,alpha=1.9
3073,87,alpha=1.9
3074,98,alpha=1.9
3075,105,alpha=1.9
3076,92,alpha=1.9
3077,112,alpha=1.9
3078,121,alpha=1.9
3079,88,alpha=1.9
3080,103,alpha=1.9
3081,110,alpha=1.9
3082,107,alpha=1.9
3083,108,alpha=1.9
3084,113,alpha=1.9
3085,96,alpha=1.9
3086,118,alpha=1.9
3087,98,alpha=1.9
3088,98,alpha=1.9
3089,117,alpha=1.9
3090,79,alpha=1.9
3091,90,alpha=1.9
3092,103,alpha=1.9
3093,103,alpha=1.9
3094,83,alpha=1.9
3095,110,alpha=1.9
3096,97,alpha=1.9
3097,86,alpha=1.9
3098,104,alpha=1.9
3099,98,alpha=1.9
3100,102,alpha=1.9
3101,109,alpha=1.9
3102,111,alpha=1.9
3103,83,alpha=1.9
3104,108,alpha=1.9
3105,95,alpha=1.9
3106,95,alpha=1.9
3107,101,alpha=1.9
3108,107,alpha=1.9
3109,95,alpha=1.9
3110,85,alpha=1.9
3111,85,alpha=1.9
3112,92,alpha=1.9
3113,98,alpha=1.9
3114,110,alpha=1.9
3115,119,alpha=1.9
3116,91,alpha=1.9
3117,105,alpha=1.9
3118,112,alpha=1.9
3119,99,alpha=1.9
3120,92,alpha=1.9
3121,87,alpha=1.9
3122,90,alpha=1.9
3123,98,alpha=1.9
3124,93,alpha=1.9
3125,84,alpha=1.9
3126,91,alpha=1.9
3127,105,alpha=1.9
3128,90,alpha=1.9
3129,105,alpha=1.9
3130,98,alpha=1.9
3131,106,alpha=1.9
3132,100,alpha=1.9
3133,101,alpha=1.9
3134,111,alpha=1.9
3135,97,alpha=1.9
3136,103,alpha=1.9
3137,98,alpha=1.9
3138,109,alpha=1.9
3139,98,alpha=1.9
3140,115,alpha=1.9
3141,93,alpha=1.9
3142,110,alpha=1.9
3143,105,alpha=1.9
3144,101,alpha=1.9
3145,115,alpha=1.9
3146,92,alpha=1.9
3147,117,alpha=1.9
3148,104,alpha=1.9
3149,89,alpha=1.9
3150,96,alpha=1.9
3151,82,alpha=1.9
3152,95,alpha=1.9
3153,112,alpha=1.9
3154,115,alpha=1.9
3155,101,alpha=1.9
3156,117,alpha=1.9
3157,99,alpha=1.9
3158,107,alpha=1.9
3159,105,alpha=1.9
3160,107,alpha=1.9
3161,97,alpha=1.9
3162,104,alpha=1.9
3163,96,alpha=1.9
3164,87,alpha=1.9
3165,103,alpha=1.9
3166,93,alpha=1.9
3167,117,alpha=1.9
3168,109,alpha=1.9
3169,114,alpha=1.9
3170,101,alpha=1.9
3171,119,alpha=1.9
3172,111,alpha=1.9
3173,89,alpha=1.9
3174,125,alpha=1.9
3175,121,alpha=1.9
3176,98,alpha=1.9
3177,95,alpha=1.9
3178,107,alpha=1.9
3179,106,alpha=1.9
3180,102,alpha=1.9
3181,100,alpha=1.9
3182,106,alpha=1.9
3183,85,alpha=1.9
3184,99,alpha=1.9
3185,96,alpha=1.9
3186,109,alpha=1.9
3187,91,alpha=1.9
3188,113,alpha=1.9
3189,102,alpha=1.9
3190,86,alpha=1.9
3191,89,alpha=1.9
3192,111,alpha=1.9
3193,100,alpha=1.9
3194,89,alpha=1.9
3195,94,alpha=1.9
3196,85,alpha=1.9
3197,92,alpha=1.9
3198,97,alpha=1.9
3199,97,alpha=1.9
3200,101,alpha=1.9
3201,105,alpha=1.9
3202,99,alpha=1.9
3203,96,alpha=1.9
3204,109,alpha=1.9
3205,109,alpha=1.9
3206,96,alpha=1.9
3207,106,alpha=1.9
3208,80,alpha=1.9
3209,96,alpha=1.9
3210,103,alpha=1.9
3211,115,alpha=1.9
3212,110,alpha=1.9
3213,88,alpha=1.9
3214,103,alpha=1.9
3215,98,alpha=1.9
3216,114,alpha=1.9
3217,113,alpha=1.9
3218,104,alpha=1.9
3219,109,alpha=1.9
3220,90,alpha=1.9
3221,95,alpha=1.9
3222,100,alpha=1.9
3223,105,alpha=1.9
3224,102,alpha=1.9
3225,107,alpha=1.9
3226,107,alpha=1.9
3227,105,alpha=1.9
3228,88,alpha=1.9
3229,85,alpha=1.9
3230,98,alpha=1.9
3231,102,alpha=1.9
3232,87,alpha=1.9
3233,109,alpha=1.9
3234,92,alpha=1.9
3235,124,alpha=1.9
3236,99,alpha=1.9
3237,84,alpha=1.9
3238,101,alpha=1.9
3239,90,alpha=1.9
3240,99,alpha=1.9
3241,107,alpha=1.9
3242,84,alpha=1.9
3243,108,alpha=1.9
3244,96,alpha=1.9
3245,99,alpha=1.9
3246,102,alpha=1.9
3247,104,alpha=1.9
3248,104,alpha=1.9
3249,74,alpha=1.9
3250,104,alpha=1.9
3251,102,alpha=1.9
3252,87,alpha=1.9
3253,96,alpha=1.9
3254,105,alpha=1.9
3255,98,alpha=1.9
3256,95,alpha=1.9
3257,96,alpha=1.9
3258,104,alpha=1.9
3259,102,alpha=1.9
3260,94,alpha=1.9
3261,104,alpha=1.9
3262,104,alpha=1.9
3263,96,alpha=1.9
3264,95,alpha=1.9
3265,97,alpha=1.9
3266,106,alpha=1.9
3267,115,alpha=1.9
3268,97,alpha=1.9
3269,105,alpha=1.9
3270,97,alpha=1.9
3271,86,alpha=1.9
3272,102,alpha=1.9
3273,94,alpha=1.9
3274,88,alpha=1.9
3275,101,alpha=1.9
3276,89,alpha=1.9
3277,93,alpha=1.9
3278,107,alpha=1.9
3279,103,alpha=1.9
3280,101,alpha=1.9
3281,90,alpha=1.9
3282,81,alpha=1.9
3283,92,alpha=1.9
3284,101,alpha=1.9
3285,95,alpha=1.9
3286,94,alpha=1.9
3287,115,alpha=1.9
3288,77,alpha=1.9
3289,93,alpha=1.9
3290,95,alpha=1.9
3291,100,alpha=1.9
3292,108,alpha=1.9
3293,109,alpha=1.9
3294,100,alpha=1.9
3295,96,alpha=1.9
3296,90,alpha=1.9
3297,93,alpha=1.9
3298,94,alpha=1.9
3299,104,alpha=1.9
3300,94,alpha=1.9
3301,89,alpha=1.9
3302,93,alpha=1.9
3303,106,alpha=1.9
3304,101,alpha=1.9
3305,112,alpha=1.9
3306,90,alpha=1.9
3307,100,alpha=1.9
3308,104,alpha=1.9
3309,107,alpha=1.9
3310,102,alpha=1.9
3311,105,alpha=1.9
3312,97,alpha=1.9
3313,101,alpha=1.9
3314,102,alpha=1.9
3315,107,alpha=1.9
3316,97,alpha=1.9
3317,96,alpha=1.9
3318,91,alpha=1.9
3319,88,alpha=1.9
3320,109,alpha=1.9
3321,96,alpha=1.9
3322,108,alpha=1.9
3323,90,alpha=1.9
3324,107,alpha=1.9
3325,87,alpha=1.9
3326,91,alpha=1.9
3327,107,alpha=1.9
3328,89,alpha=1.9
3329,109,alpha=1.9
3330,96,alpha=1.9
3331,102,alpha=1.9
3332,94,alpha=1.9
3333,108,alpha=1.9
3334,81,alpha=1.9
3335,81,alpha=1.9
3336,104,alpha=1.9
3337,113,alpha=1.9
3338,90,alpha=1.9
3339,109,alpha=1.9
3340,88,alpha=1.9
3341,98,alpha=1.9
3342,114,alpha=1.9
3343,115,alpha=1.9
3344,91,alpha=1.9
3345,101,alpha=1.9
3346,96,alpha=1.9
3347,103,alpha=1.9
3348,100,alpha=1.9
3349,100,alpha=1.9
3350,74,alpha=1.9
3351,106,alpha=1.9
3352,84,alpha=1.9
3353,116,alpha=1.9
3354,91,alpha=1.9
3355,88,alpha=1.9
3356,108,alpha=1.9
3357,102,alpha=1.9
3358,107,alpha=1.9
3359,99,alpha=1.9
3360,96,alpha=1.9
3361,109,alpha=1.9
3362,110,alpha=1.9
3363,84,alpha=1.9
3364,105,alpha=1.9
3365,89,alpha=1.9
3366,96,alpha=1.9
3367,112,alpha=1.9
3368,112,alpha=1.9
3369,83,alpha=1.9
3370,97,alpha=1.9
3371,87,alpha=1.9
3372,94,alpha=1.9
3373,96,alpha=1.9
3374,92,alpha=1.9
3375,108,alpha=1.9
3376,108,alpha=1.9
3377,101,alpha=1.9
3378,107,alpha=1.9
3379,91,alpha=1.9
3380,101,alpha=1.9
3381,93,alpha=1.9
3382,112,alpha=1.9
3383,87,alpha=1.9
3384,110,alpha=1.9
3385,89,alpha=1.9
3386,86,alpha=1.9
3387,103,alpha=1.9
3388,96,alpha=1.9
3389,89,alpha=1.9
3390,108,alpha=1.9
3391,98,alpha=1.9
3392,109,alpha=1.9
3393,106,alpha=1.9
3394,100,alpha=1.9
3395,92,alpha=1.9
3396,90,alpha=1.9
3397,94,alpha=1.9
3398,95,alpha=1.9
3399,108,alpha=1.9
3400,89,alpha=1.9
3401,89,alpha=1.9
3402,80,alpha=1.9
3403,106,alpha=1.9
3404,107,alpha=1.9
3405,106,alpha=1.9
3406,105,alpha=1.9
3407,111,alpha=1.9
3408,114,alpha=1.9
3409,101,alpha=1.9
3410,95,alpha=1.9
3411,99,alpha=1.9
3412,106,alpha=1.9
3413,101,alpha=1.9
3414,121,alpha=1.9
3415,103,alpha=1.9
3416,101,alpha=1.9
3417,106,alpha=1.9
3418,91,alpha=1.9
3419,93,alpha=1.9
3420,83,alpha=1.9
3421,96,alpha=1.9
3422,100,alpha=1.9
3423,85,alpha=1.9
3424,105,alpha=1.9
3425,85,alpha=1.9
3426,119,alpha=1.9
3427,104,alpha=1.9
3428,107,alpha=1.9
3429,89,alpha=1.9
3430,112,alpha=1.9
3431,103,alpha=1.9
3432,93,alpha=1.9
3433,119,alpha=1.9
3434,102,alpha=1.9
3435,97,alpha=1.9
3436,95,alpha=1.9
3437,103,alpha=1.9
3438,96,alpha=1.9
3439,94,alpha=1.9
3440,95,alpha=1.9
3441,105,alpha=1.9
3442,108,alpha=1.9
3443,107,alpha=1.9
3444,100,alpha=1.9
3445,97,alpha=1.9
3446,105,alpha=1.9
3447,92,alpha=1.9
3448,135,alpha=1.9
3449,107,alpha=1.9
3450,91,alpha=1.9
3451,108,alpha=1.9
3452,99,alpha=1.9
3453,102,alpha=1.9
3454,101,alpha=1.9
3455,105,alpha=1.9
3456,88,alpha=1.9
3457,109,alpha=1.9
3458,104,alpha=1.9
3459,111,alpha=1.9
3460,102,alpha=1.9
3461,115,alpha=1.9
3462,90,alpha=1.9
3463,107,alpha=1.9
3464,108,alpha=1.9
3465,96,alpha=1.9
3466,108,alpha=1.9
3467,99,alpha=1.9
3468,110,alpha=1.9
3469,90,alpha=1.9
3470,100,alpha=1.9
3471,113,alpha=1.9
3472,97,alpha=1.9
3473,117,alpha=1.9
3474,109,alpha=1.9
3475,98,alpha=1.9
3476,110,alpha=1.9
3477,105,alpha=1.9
3478,99,alpha=1.9
3479,106,alpha=1.9
3480,103,alpha=1.9
3481,98,alpha=1.9
3482,98,alpha=1.9
3483,99,alpha=1.9
3484,107,alpha=1.9
3485,108,alpha=1.9
3486,103,alpha=1.9
3487,98,alpha=1.9
3488,105,alpha=1.9
3489,108,alpha=1.9
3490,100,alpha=1.9
3491,112,alpha=1.9
3492,110,alpha=1.9
3493,85,alpha=1.9
3494,96,alpha=1.9
3495,112,alpha=1.9
3496,67,alpha=1.9
3497,99,alpha=1.9
3498,90,alpha=1.9
3499,91,alpha=1.9
3500,99,alpha=1.9
3501,90,alpha=1.9
3502,91,alpha=1.9
3503,104,alpha=1.9
3504,101,alpha=1.9
3505,103,alpha=1.9
3506,99,alpha=1.9
3507,106,alpha=1.9
3508,122,alpha=1.9
3509,105,alpha=1.9
3510,95,alpha=1.9
3511,98,alpha=1.9
3512,90,alpha=1.9
3513,91,alpha=1.9
3514,83,alpha=1.9
3515,89,alpha=1.9
3516,118,alpha=1.9
3517,102,alpha=1.9
3518,108,alpha=1.9
3519,104,alpha=1.9
3520,111,alpha=1.9
3521,100,alpha=1.9
3522,81,alpha=1.9
3523,103,alpha=1.9
3524,109,alpha=1.9
3525,90,alpha=1.9
3526,115,alpha=1.9
3527,84,alpha=1.9
3528,100,alpha=1.9
3529,103,alpha=1.9
3530,96,alpha=1.9
3531,102,alpha=1.9
3532,90,alpha=1.9
3533,108,alpha=1.9
3534,96,alpha=1.9
3535,99,alpha=1.9
3536,105,alpha=1.9
3537,111,alpha=1.9
3538,105,alpha=1.9
3539,95,alpha=1.9
3540,98,alpha=1.9
3541,103,alpha=1.9
3542,92,alpha=1.9
3543,94,alpha=1.9
3544,96,alpha=1.9
3545,109,alpha=1.9
3546,93,alpha=1.9
3547,94,alpha=1.9
3548,88,alpha=1.9
3549,89,alpha=1.9
3550,102,alpha=1.9
3551,101,alpha=1.9
3552,89,alpha=1.9
3553,100,alpha=1.9
3554,114,alpha=1.9
3555,97,alpha=1.9
3556,90,alpha=1.9
3557,94,alpha=1.9
3558,103,alpha=1.9
3559,102,alpha=1.9
3560,104,alpha=1.9
3561,95,alpha=1.9
3562,124,alpha=1.9
3563,97,alpha=1.9
3564,98,alpha=1.9
3565,99,alpha=1.9
3566,103,alpha=1.9
3567,102,alpha=1.9
3568,96,alpha=1.9
3569,91,alpha=1.9
3570,104,alpha=1.9
3571,100,alpha=1.9
3572,89,alpha=1.9
3573,100,alpha=1.9
3574,91,alpha=1.9
3575,97,alpha=1.9
3576,98,alpha=1.9
3577,108,alpha=1.9
3578,107,alpha=1.9
3579,107,alpha=1.9
3580,130,alpha=1.9
3581,94,alpha=1.9
3582,93,alpha=1.9
3583,97,alpha=1.9
3584,99,alpha=1.9
3585,103,alpha=1.9
3586,106,alpha=1.9
3587,113,alpha=1.9
3588,84,alpha=1.9
3589,83,alpha=1.9
3590,100,alpha=1.9
3591,97,alpha=1.9
3592,101,alpha=1.9
3593,92,alpha=1.9
3594,96,alpha=1.9
3595,93,alpha=1.9
3596,99,alpha=1.9
3597,88,alpha=1.9
3598,85,alpha=1.9
3599,105,alpha=1.9
3600,96,alpha=1.9
3601,107,alpha=1.9
3602,102,alpha=1.9
3603,97,alpha=1.9
3604,104,alpha=1.9
3605,92,alpha=1.9
3606,101,alpha=1.9
3607,92,alpha=1.9
3608,109,alpha=1.9
3609,100,alpha=1.9
3610,91,alpha=1.9
3611,93,alpha=1.9
3612,80,alpha=1.9
3613,90,alpha=1.9
3614,110,alpha=1.9
3615,107,alpha=1.9
3616,108,alpha=1.9
3617,108,alpha=1.9
3618,98,alpha=1.9
3619,106,alpha=1.9
3620,105,alpha=1.9
3621,98,alpha=1.9
3622,79,alpha=1.9
3623,85,alpha=1.9
3624,113,alpha=1.9
3625,89,alpha=1.9
3626,86,alpha=1.9
3627,108,alpha=1.9
3628,70,alpha=1.9
3629,105,alpha=1.9
3630,99,alpha=1.9
3631,101,alpha=1.9
3632,86,alpha=1.9
3633,93,alpha=1.9
3634,87,alpha=1.9
3635,97,alpha=1.9
3636,102,alpha=1.9
3637,93,alpha=1.9
3638,104,alpha=1.9
3639,102,alpha=1.9
3640,105,alpha=1.9
3641,85,alpha=1.9
3642,83,alpha=1.9
3643,119,alpha=1.9
3644,95,alpha=1.9
3645,99,alpha=1.9
3646,96,alpha=1.9
3647,98,alpha=1.9
3648,89,alpha=1.9
3649,97,alpha=1.9
3650,97,alpha=1.9
3651,75,alpha=1.9
3652,97,alpha=1.9
3653,91,alpha=1.9
3654,110,alpha=1.9
3655,105,alpha=1.9
3656,110,alpha=1.9
3657,99,alpha=1.9
3658,108,alpha=1.9
3659,110,alpha=1.9
3660,126,alpha=1.9
3661,109,alpha=1.9
3662,93,alpha=1.9
3663,93,alpha=1.9
3664,99,alpha=1.9
3665,100,alpha=1.9
3666,114,alpha=1.9
3667,125,alpha=1.9
3668,99,alpha=1.9
3669,106,alpha=1.9
3670,103,alpha=1.9
3671,98,alpha=1.9
3672,110,alpha=1.9
3673,100,alpha=1.9
3674,98,alpha=1.9
3675,99,alpha=1.9
3676,102,alpha=1.9
3677,109,alpha=1.9
3678,123,alpha=1.9
3679,112,alpha=1.9
3680,99,alpha=1.9
3681,103,alpha=1.9
3682,106,alpha=1.9
3683,87,alpha=1.9
3684,110,alpha=1.9
3685,109,alpha=1.9
3686,92,alpha=1.9
3687,96,alpha=1.9
3688,99,alpha=1.9
3689,107,alpha=1.9
3690,86,alpha=1.9
3691,88,alpha=1.9
3692,103,alpha=1.9
3693,113,alpha=1.9
3694,92,alpha=1.9
3695,115,alpha=1.9
3696,105,alpha=1.9
3697,87,alpha=1.9
3698,103,alpha=1.9
3699,101,alpha=1.9
3700,84,alpha=1.9
3701,97,alpha=1.9
3702,89,alpha=1.9
3703,90,alpha=1.9
3704,98,alpha=1.9
3705,97,alpha=1.9
3706,105,alpha=1.9
3707,107,alpha=1.9
3708,106,alpha=1.9
3709,88,alpha=1.9
3710,98,alpha=1.9
3711,107,alpha=1.9
3712,93,alpha=1.9
3713,86,alpha=1.9
3714,89,alpha=1.9
3715,123,alpha=1.9
3716,107,alpha=1.9
3717,124,alpha=1.9
3718,99,alpha=1.9
3719,101,alpha=1.9
3720,106,alpha=1.9
3721,87,alpha=1.9
3722,117,alpha=1.9
3723,90,alpha=1.9
3724,97,alpha=1.9
3725,96,alpha=1.9
3726,106,alpha=1.9
3727,103,alpha=1.9
3728,100,alpha=1.9
3729,97,alpha=1.9
3730,84,alpha=1.9
3731,92,alpha=1.9
3732,87,alpha=1.9
3733,86,alpha=1.9
3734,95,alpha=1.9
3735,99,alpha=1.9
3736,106,alpha=1.9
3737,98,alpha=1.9
3738,121,alpha=1.9
3739,106,alpha=1.9
3740,91,alpha=1.9
3741,101,alpha=1.9
3742,88,alpha=1.9
3743,86,alpha=1.9
3744,99,alpha=1.9
3745,92,alpha=1.9
3746,110,alpha=1.9
3747,101,alpha=1.9
3748,117,alpha=1.9
3749,97,alpha=1.9
3750,91,alpha=1.9
3751,107,alpha=1.9
3752,94,alpha=1.9
3753,114,alpha=1.9
3754,95,alpha=1.9
3755,98,alpha=1.9
3756,108,alpha=1.9
3757,95,alpha=1.9
3758,92,alpha=1.9
3759,99,alpha=1.9
3760,84,alpha=1.9
3761,95,alpha=1.9
3762,90,alpha=1.9
3763,101,alpha=1.9
3764,97,alpha=1.9
3765,110,alpha=1.9
3766,95,alpha=1.9
3767,112,alpha=1.9
3768,83,alpha=1.9
3769,103,alpha=1.9
3770,121,alpha=1.9
3771,108,alpha=1.9
3772,105,alpha=1.9
3773,96,alpha=1.9
3774,92,alpha=1.9
3775,96,alpha=1.9
3776,98,alpha=1.9
3777,80,alpha=1.9
3778,104,alpha=1.9
3779,105,alpha=1.9
3780,85,alpha=1.9
3781,91,alpha=1.9
3782,108,alpha=1.9
3783,101,alpha=1.9
3784,81,alpha=1.9
3785,108,alpha=1.9
3786,97,alpha=1.9
3787,100,alpha=1.9
3788,102,alpha=1.9
3789,101,alpha=1.9
3790,93,alpha=1.9
3791,102,alpha=1.9
3792,92,alpha=1.9
3793,97,alpha=1.9
3794,92,alpha=1.9
3795,83,alpha=1.9
3796,104,alpha=1.9
3797,118,alpha=1.9
3798,86,alpha=1.9
3799,111,alpha=1.9
3800,86,alpha=1.9
3801,111,alpha=1.9
3802,101,alpha=1.9
3803,115,alpha=1.9
3804,106,alpha=1.9
3805,101,alpha=1.9
3806,99,alpha=1.9
3807,93,alpha=1.9
3808,107,alpha=1.9
3809,121,alpha=1.9
3810,91,alpha=1.9
3811,92,alpha=1.9
3812,102,alpha=1.9
3813,87,alpha=1.9
3814,98,alpha=1.9
3815,116,alpha=1.9
3816,97,alpha=1.9
3817,89,alpha=1.9
3818,91,alpha=1.9
3819,112,alpha=1.9
3820,99,alpha=1.9
3821,118,alpha=1.9
3822,107,alpha=1.9
3823,108,alpha=1.9
3824,90,alpha=1.9
3825,99,alpha=1.9
3826,113,alpha=1.9
3827,99,alpha=1.9
3828,95,alpha=1.9
3829,110,alpha=1.9
3830,91,alpha=1.9
3831,96,alpha=1.9
3832,98,alpha=1.9
3833,115,alpha=1.9
3834,77,alpha=1.9
3835,103,alpha=1.9
3836,98,alpha=1.9
3837,96,alpha=1.9
3838,95,alpha=1.9
3839,111,alpha=1.9
3840,104,alpha=1.9
3841,128,alpha=1.9
3842,108,alpha=1.9
3843,101,alpha=1.9
3844,112,alpha=1.9
3845,97,alpha=1.9
3846,102,alpha=1.9
3847,91,alpha=1.9
3848,94,alpha=1.9
3849,91,alpha=1.9
3850,94,alpha=1.9
3851,97,alpha=1.9
3852,100,alpha=1.9
3853,89,alpha=1.9
3854,86,alpha=1.9
3855,100,alpha=1.9
3856,94,alpha=1.9
3857,102,alpha=1.9
3858,103,alpha=1.9
3859,99,alpha=1.9
3860,95,alpha=1.9
3861,92,alpha=1.9
3862,100,alpha=1.9
3863,102,alpha=1.9
3864,100,alpha=1.9
3865,105,alpha=1.9
3866,93,alpha=1.9
3867,114,alpha=1.9
3868,80,alpha=1.9
3869,88,alpha=1.9
3870,103,alpha=1.9
3871,98,alpha=1.9
3872,100,alpha=1.9
3873,100,alpha=1.9
3874,109,alpha=1.9
3875,79,alpha=1.9
3876,127,alpha=1.9
3877,84,alpha=1.9
3878,97,alpha=1.9
3879,93,alpha=1.9
3880,120,alpha=1.9
3881,109,alpha=1.9
3882,87,alpha=1.9
3883,98,alpha=1.9
3884,91,alpha=1.9
3885,115,alpha=1.9
3886,113,alpha=1.9
3887,104,alpha=1.9
3888,98,alpha=1.9
3889,81,alpha=1.9
3890,98,alpha=1.9
3891,102,alpha=1.9
3892,99,alpha=1.9
3893,92,alpha=1.9
3894,94,alpha=1.9
3895,98,alpha=1.9
3896,90,alpha=1.9
3897,113,alpha=1.9
3898,98,alpha=1.9
3899,104,alpha=1.9
3900,112,alpha=1.9
3901,111,alpha=1.9
3902,93,alpha=1.9
3903,86,alpha=1.9
3904,118,alpha=1.9
3905,98,alpha=1.9
3906,107,alpha=1.9
3907,111,alpha=1.9
3908,92,alpha=1.9
3909,112,alpha=1.9
3910,84,alpha=1.9
3911,94,alpha=1.9
3912,86,alpha=1.9
3913,96,alpha=1.9
3914,110,alpha=1.9
3915,112,alpha=1.9
3916,93,alpha=1.9
3917,96,alpha=1.9
3918,113,alpha=1.9
3919,107,alpha=1.9
3920,86,alpha=1.9
3921,96,alpha=1.9
3922,97,alpha=1.9
3923,102,alpha=1.9
3924,94,alpha=1.9
3925,112,alpha=1.9
3926,114,alpha=1.9
3927,110,alpha=1.9
3928,90,alpha=1.9
3929,100,alpha=1.9
3930,90,alpha=1.9
3931,93,alpha=1.9
3932,120,alpha=1.9
3933,108,alpha=1.9
3934,92,alpha=1.9
3935,97,alpha=1.9
3936,88,alpha=1.9
3937,111,alpha=1.9
3938,102,alpha=1.9
3939,74,alpha=1.9
3940,102,alpha=1.9
3941,85,alpha=1.9
3942,108,alpha=1.9
3943,98,alpha=1.9
3944,101,alpha=1.9
3945,107,alpha=1.9
3946,117,alpha=1.9
3947,108,alpha=1.9
3948,108,alpha=1.9
3949,121,alpha=1.9
3950,91,alpha=1.9
3951,94,alpha=1.9
3952,98,alpha=1.9
3953,107,alpha=1.9
3954,111,alpha=1.9
3955,97,alpha=1.9
3956,133,alpha=1.9
3957,97,alpha=1.9
3958,102,alpha=1.9
3959,100,alpha=1.9
3960,95,alpha=1.9
3961,89,alpha=1.9
3962,99,alpha=1.9
3963,105,alpha=1.9
3964,95,alpha=1.9
3965,108,alpha=1.9
3966,97,alpha=1.9
3967,97,alpha=1.9
