,offspring,model
4072,97,alpha=1.9
4073,84,alpha=1.9
4074,99,alpha=1.9
4075,99,alpha=1.9
4076,79,alpha=1.9
4077,129,alpha=1.9
4078,130,alpha=1.9
4079,64,alpha=1.9
4080,83,alpha=1.9
4081,75,alpha=1.9
4082,100,alpha=1.9
4083,119,alpha=1.9
4084,82,alpha=1.9
4085,95,alpha=1.9
4086,89,alpha=1.9
4087,103,alpha=1.9
4088,78,alpha=1.9
4089,77,alpha=1.9
4090,120,alpha=1.9
4091,74,alpha=1.9
4092,92,alpha=1.9
4093,109,alpha=1.9
4094,89,alpha=1.9
4095,88,alpha=1.9
4096,100,alpha=1.9
4097,98,alpha=1.9
4098,111,alpha=1.9
4099,89,alpha=1.9
4100,82,alpha=1.9
4101,73,alpha=1.9
4102,82,alpha=1.9
4103,94,alpha=1.9
4104,101,alpha=1.9
4105,95,alpha=1.9
4106,106,alpha=1.9
4107,103,alpha=1.9
4108,95,alpha=1.9
4109,106,alpha=1.9
4110,74,alpha=1.9
4111,56,alpha=1.9
4112,77,alpha=1.9
4113,104,alpha=1.9
4114,75,alpha=1.9
4115,91,alpha=1.9
4116,104,alpha=1.9
4117,109,alpha=1.9
4118,108,alpha=1.9
4119,95,alpha=1.9
4120,95,alpha=1.9
4121,113,alpha=1.9
4122,89,alpha=1.9
4123,91,alpha=1.9
4124,105,alpha=1.9
4125,87,alpha=1.9
4126,107,alpha=1.9
4127,85,alpha=1.9
4128,84,alpha=1.9
4129,143,alpha=1.9
4130,113,alpha=1.9
4131,65,alpha=1.9
4132,96,alpha=1.9
4133,110,alpha=1.9
4134,106,alpha=1.9
4135,111,alpha=1.9
4136,83,alpha=1.9
4137,62,alpha=1.9
4138,101,alpha=1.9
4139,80,alpha=1.9
4140,92,alpha=1.9
4141,107,alpha=1.9
4142,95,alpha=1.9
4143,100,alpha=1.9
4144,100,alpha=1.9
4145,127,alpha=1.9
4146,91,alpha=1.9
4147,89,alpha=1.9
4148,90,alpha=1.9
4149,69,alpha=1.9
4150,84,alpha=1.9
4151,116,alpha=1.9
4152,71,alpha=1.9
4153,124,alpha=1.9
4154,76,alpha=1.9
4155,76,alpha=1.9
4156,97,alpha=1.9
4157,91,alpha=1.9
4158,68,alpha=1.9
4159,112,alpha=1.9
4160,94,alpha=1.9
4161,81,alpha=1.9
4162,68,alpha=1.9
4163,66,alpha=1.9
4164,79,alpha=1.9
4165,122,alpha=1.9
4166,103,alpha=1.9
4167,92,alpha=1.9
4168,91,alpha=1.9
4169,83,alpha=1.9
4170,85,alpha=1.9
4171,92,alpha=1.9
4172,76,alpha=1.9
4173,85,alpha=1.9
4174,92,alpha=1.9
4175,93,alpha=1.9
4176,111,alpha=1.9
4177,109,alpha=1.9
4178,96,alpha=1.9
4179,117,alpha=1.9
4180,113,alpha=1.9
4181,124,alpha=1.9
4182,99,alpha=1.9
4183,133,alpha=1.9
4184,88,alpha=1.9
4185,110,alpha=1.9
4186,80,alpha=1.9
4187,85,alpha=1.9
4188,102,alpha=1.9
4189,127,alpha=1.9
4190,104,alpha=1.9
4191,111,alpha=1.9
4192,98,alpha=1.9
4193,84,alpha=1.9
4194,70,alpha=1.9
4195,73,alpha=1.9
4196,102,alpha=1.9
4197,95,alpha=1.9
4198,98,alpha=1.9
4199,73,alpha=1.9
4200,105,alpha=1.9
4201,93,alpha=1.9
4202,114,alpha=1.9
4203,81,alpha=1.9
4204,111,alpha=1.9
4205,81,alpha=1.9
4206,79,alpha=1.9
4207,98,alpha=1.9
4208,77,alpha=1.9
4209,95,alpha=1.9
4210,90,alpha=1.9
4211,144,alpha=1.9
4212,95,alpha=1.9
4213,119,alpha=1.9
4214,98,alpha=1.9
4215,108,alpha=1.9
4216,82,alpha=1.9
4217,76,alpha=1.9
4218,106,alpha=1.9
4219,165,alpha=1.9
4220,106,alpha=1.9
4221,94,alpha=1.9
4222,96,alpha=1.9
4223,89,alpha=1.9
4224,167,alpha=1.9
4225,149,alpha=1.9
4226,88,alpha=1.9
4227,108,alpha=1.9
4228,88,alpha=1.9
4229,129,alpha=1.9
4230,93,alpha=1.9
4231,85,alpha=1.9
4232,89,alpha=1.9
4233,122,alpha=1.9
4234,88,alpha=1.9
4235,227,alpha=1.9
4236,134,alpha=1.9
4237,65,alpha=1.9
4238,97,alpha=1.9
4239,72,alpha=1.9
4240,104,alpha=1.9
4241,124,alpha=1.9
4242,71,alpha=1.9
4243,94,alpha=1.9
4244,109,alpha=1.9
4245,161,alpha=1.9
4246,74,alpha=1.9
4247,105,alpha=1.9
4248,94,alpha=1.9
4249,96,alpha=1.9
4250,90,alpha=1.9
4251,96,alpha=1.9
4252,103,alpha=1.9
4253,73,alpha=1.9
4254,77,alpha=1.9
4255,104,alpha=1.9
4256,102,alpha=1.9
4257,101,alpha=1.9
4258,87,alpha=1.9
4259,87,alpha=1.9
4260,112,alpha=1.9
4261,86,alpha=1.9
4262,114,alpha=1.9
4263,79,alpha=1.9
4264,101,alpha=1.9
4265,118,alpha=1.9
4266,101,alpha=1.9
4267,98,alpha=1.9
4268,112,alpha=1.9
4269,156,alpha=1.9
4270,131,alpha=1.9
4271,124,alpha=1.9
4272,98,alpha=1.9
4273,92,alpha=1.9
4274,82,alpha=1.9
4275,68,alpha=1.9
4276,95,alpha=1.9
4277,96,alpha=1.9
4278,96,alpha=1.9
4279,96,alpha=1.9
4280,117,alpha=1.9
4281,123,alpha=1.9
4282,119,alpha=1.9
4283,83,alpha=1.9
4284,132,alpha=1.9
4285,58,alpha=1.9
4286,79,alpha=1.9
4287,74,alpha=1.9
4288,106,alpha=1.9
4289,99,alpha=1.9
4290,89,alpha=1.9
4291,118,alpha=1.9
4292,86,alpha=1.9
4293,110,alpha=1.9
4294,73,alpha=1.9
4295,137,alpha=1.9
4296,87,alpha=1.9
4297,102,alpha=1.9
4298,91,alpha=1.9
4299,97,alpha=1.9
4300,78,alpha=1.9
4301,114,alpha=1.9
4302,73,alpha=1.9
4303,109,alpha=1.9
4304,112,alpha=1.9
4305,96,alpha=1.9
4306,92,alpha=1.9
4307,85,alpha=1.9
4308,49,alpha=1.9
4309,100,alpha=1.9
4310,93,alpha=1.9
4311,84,alpha=1.9
4312,71,alpha=1.9
4313,175,alpha=1.9
4314,99,alpha=1.9
4315,101,alpha=1.9
4316,102,alpha=1.9
4317,111,alpha=1.9
4318,78,alpha=1.9
4319,94,alpha=1.9
4320,90,alpha=1.9
4321,119,alpha=1.9
4322,81,alpha=1.9
4323,90,alpha=1.9
4324,134,alpha=1.9
4325,95,alpha=1.9
4326,104,alpha=1.9
4327,116,alpha=1.9
4328,92,alpha=1.9
4329,88,alpha=1.9
4330,146,alpha=1.9
4331,71,alpha=1.9
4332,179,alpha=1.9
4333,107,alpha=1.9
4334,113,alpha=1.9
4335,100,alpha=1.9
4336,71,alpha=1.9
4337,107,alpha=1.9
4338,113,alpha=1.9
4339,100,alpha=1.9
4340,115,alpha=1.9
4341,94,alpha=1.9
4342,111,alpha=1.9
4343,97,alpha=1.9
4344,88,alpha=1.9
4345,92,alpha=1.9
4346,84,alpha=1.9
4347,107,alpha=1.9
4348,138,alpha=1.9
4349,91,alpha=1.9
4350,126,alpha=1.9
4351,98,alpha=1.9
4352,126,alpha=1.9
4353,71,alpha=1.9
4354,113,alpha=1.9
4355,81,alpha=1.9
4356,105,alpha=1.9
4357,116,alpha=1.9
4358,97,alpha=1.9
4359,105,alpha=1.9
4360,130,alpha=1.9
4361,91,alpha=1.9
4362,78,alpha=1.9
4363,103,alpha=1.9
4364,99,alpha=1.9
4365,104,alpha=1.9
4366,105,alpha=1.9
4367,84,alpha=1.9
4368,124,alpha=1.9
4369,107,alpha=1.9
4370,100,alpha=1.9
4371,88,alpha=1.9
4372,95,alpha=1.9
4373,101,alpha=1.9
4374,130,alpha=1.9
4375,109,alpha=1.9
4376,71,alpha=1.9
4377,103,alpha=1.9
4378,79,alpha=1.9
4379,82,alpha=1.9
4380,80,alpha=1.9
4381,89,alpha=1.9
4382,107,alpha=1.9
4383,105,alpha=1.9
4384,96,alpha=1.9
4385,165,alpha=1.9
4386,97,alpha=1.9
4387,114,alpha=1.9
4388,77,alpha=1.9
4389,85,alpha=1.9
4390,87,alpha=1.9
4391,81,alpha=1.9
4392,95,alpha=1.9
4393,95,alpha=1.9
4394,100,alpha=1.9
4395,85,alpha=1.9
4396,103,alpha=1.9
4397,120,alpha=1.9
4398,82,alpha=1.9
4399,210,alpha=1.9
4400,93,alpha=1.9
4401,88,alpha=1.9
4402,96,alpha=1.9
4403,93,alpha=1.9
4404,110,alpha=1.9
4405,141,alpha=1.9
4406,126,alpha=1.9
4407,153,alpha=1.9
4408,88,alpha=1.9
4409,94,alpha=1.9
4410,101,alpha=1.9
4411,122,alpha=1.9
4412,77,alpha=1.9
4413,79,alpha=1.9
4414,82,alpha=1.9
4415,83,alpha=1.9
4416,96,alpha=1.9
4417,96,alpha=1.9
4418,104,alpha=1.9
4419,81,alpha=1.9
4420,85,alpha=1.9
4421,98,alpha=1.9
4422,84,alpha=1.9
4423,79,alpha=1.9
4424,90,alpha=1.9
4425,96,alpha=1.9
4426,91,alpha=1.9
4427,121,alpha=1.9
4428,66,alpha=1.9
4429,109,alpha=1.9
4430,96,alpha=1.9
4431,111,alpha=1.9
4432,127,alpha=1.9
4433,81,alpha=1.9
4434,100,alpha=1.9
4435,75,alpha=1.9
4436,75,alpha=1.9
4437,65,alpha=1.9
4438,97,alpha=1.9
4439,96,alpha=1.9
4440,89,alpha=1.9
4441,99,alpha=1.9
4442,96,alpha=1.9
4443,112,alpha=1.9
4444,89,alpha=1.9
4445,143,alpha=1.9
4446,116,alpha=1.9
4447,76,alpha=1.9
4448,86,alpha=1.9
4449,96,alpha=1.9
4450,99,alpha=1.9
4451,148,alpha=1.9
4452,90,alpha=1.9
4453,85,alpha=1.9
4454,96,alpha=1.9
4455,84,alpha=1.9
4456,106,alpha=1.9
4457,91,alpha=1.9
4458,95,alpha=1.9
4459,159,alpha=1.9
4460,161,alpha=1.9
4461,112,alpha=1.9
4462,82,alpha=1.9
4463,99,alpha=1.9
4464,85,alpha=1.9
4465,93,alpha=1.9
4466,106,alpha=1.9
4467,90,alpha=1.9
4468,106,alpha=1.9
4469,93,alpha=1.9
4470,73,alpha=1.9
4471,101,alpha=1.9
4472,77,alpha=1.9
4473,91,alpha=1.9
4474,148,alpha=1.9
4475,128,alpha=1.9
4476,91,alpha=1.9
4477,90,alpha=1.9
4478,99,alpha=1.9
4479,118,alpha=1.9
4480,112,alpha=1.9
4481,100,alpha=1.9
4482,96,alpha=1.9
4483,124,alpha=1.9
4484,105,alpha=1.9
4485,77,alpha=1.9
4486,91,alpha=1.9
4487,102,alpha=1.9
4488,92,alpha=1.9
4489,87,alpha=1.9
4490,99,alpha=1.9
4491,102,alpha=1.9
4492,151,alpha=1.9
4493,93,alpha=1.9
4494,112,alpha=1.9
4495,122,alpha=1.9
4496,114,alpha=1.9
4497,111,alpha=1.9
4498,102,alpha=1.9
4499,71,alpha=1.9
4500,113,alpha=1.9
4501,74,alpha=1.9
4502,116,alpha=1.9
4503,95,alpha=1.9
4504,128,alpha=1.9
4505,129,alpha=1.9
4506,99,alpha=1.9
4507,78,alpha=1.9
4508,96,alpha=1.9
4509,85,alpha=1.9
4510,100,alpha=1.9
4511,94,alpha=1.9
4512,78,alpha=1.9
4513,91,alpha=1.9
4514,105,alpha=1.9
4515,86,alpha=1.9
4516,91,alpha=1.9
4517,88,alpha=1.9
4518,73,alpha=1.9
4519,95,alpha=1.9
4520,97,alpha=1.9
4521,92,alpha=1.9
4522,90,alpha=1.9
4523,82,alpha=1.9
4524,100,alpha=1.9
4525,118,alpha=1.9
4526,79,alpha=1.9
4527,98,alpha=1.9
4528,125,alpha=1.9
4529,68,alpha=1.9
4530,91,alpha=1.9
4531,110,alpha=1.9
4532,88,alpha=1.9
4533,96,alpha=1.9
4534,92,alpha=1.9
4535,99,alpha=1.9
4536,70,alpha=1.9
4537,95,alpha=1.9
4538,107,alpha=1.9
4539,84,alpha=1.9
4540,74,alpha=1.9
4541,75,alpha=1.9
4542,82,alpha=1.9
4543,87,alpha=1.9
4544,102,alpha=1.9
4545,94,alpha=1.9
4546,88,alpha=1.9
4547,85,alpha=1.9
4548,107,alpha=1.9
4549,103,alpha=1.9
4550,103,alpha=1.9
4551,99,alpha=1.9
4552,88,alpha=1.9
4553,90,alpha=1.9
4554,81,alpha=1.9
4555,87,alpha=1.9
4556,104,alpha=1.9
4557,80,alpha=1.9
4558,77,alpha=1.9
4559,88,alpha=1.9
4560,95,alpha=1.9
4561,74,alpha=1.9
4562,107,alpha=1.9
4563,80,alpha=1.9
4564,138,alpha=1.9
4565,93,alpha=1.9
4566,104,alpha=1.9
4567,95,alpha=1.9
4568,143,alpha=1.9
4569,94,alpha=1.9
4570,72,alpha=1.9
4571,102,alpha=1.9
4572,112,alpha=1.9
4573,133,alpha=1.9
4574,127,alpha=1.9
4575,118,alpha=1.9
4576,145,alpha=1.9
4577,97,alpha=1.9
4578,78,alpha=1.9
4579,117,alpha=1.9
4580,85,alpha=1.9
4581,103,alpha=1.9
4582,105,alpha=1.9
4583,112,alpha=1.9
4584,97,alpha=1.9
4585,92,alpha=1.9
4586,92,alpha=1.9
4587,87,alpha=1.9
4588,107,alpha=1.9
4589,120,alpha=1.9
4590,76,alpha=1.9
4591,100,alpha=1.9
4592,91,alpha=1.9
4593,77,alpha=1.9
4594,78,alpha=1.9
4595,115,alpha=1.9
4596,95,alpha=1.9
4597,130,alpha=1.9
4598,82,alpha=1.9
4599,118,alpha=1.9
4600,73,alpha=1.9
4601,112,alpha=1.9
4602,79,alpha=1.9
4603,98,alpha=1.9
4604,92,alpha=1.9
4605,86,alpha=1.9
4606,111,alpha=1.9
4607,228,alpha=1.9
4608,80,alpha=1.9
4609,72,alpha=1.9
4610,102,alpha=1.9
4611,97,alpha=1.9
4612,114,alpha=1.9
4613,88,alpha=1.9
4614,118,alpha=1.9
4615,64,alpha=1.9
4616,99,alpha=1.9
4617,109,alpha=1.9
4618,82,alpha=1.9
4619,87,alpha=1.9
4620,100,alpha=1.9
4621,64,alpha=1.9
4622,66,alpha=1.9
4623,99,alpha=1.9
4624,96,alpha=1.9
4625,84,alpha=1.9
4626,104,alpha=1.9
4627,99,alpha=1.9
4628,98,alpha=1.9
4629,84,alpha=1.9
4630,73,alpha=1.9
4631,74,alpha=1.9
4632,77,alpha=1.9
4633,102,alpha=1.9
4634,72,alpha=1.9
4635,89,alpha=1.9
4636,103,alpha=1.9
4637,80,alpha=1.9
4638,139,alpha=1.9
4639,96,alpha=1.9
4640,79,alpha=1.9
4641,94,alpha=1.9
4642,86,alpha=1.9
4643,77,alpha=1.9
4644,94,alpha=1.9
4645,135,alpha=1.9
4646,95,alpha=1.9
4647,88,alpha=1.9
4648,123,alpha=1.9
4649,84,alpha=1.9
4650,91,alpha=1.9
4651,100,alpha=1.9
4652,107,alpha=1.9
4653,116,alpha=1.9
4654,99,alpha=1.9
4655,130,alpha=1.9
4656,103,alpha=1.9
4657,94,alpha=1.9
4658,80,alpha=1.9
4659,98,alpha=1.9
4660,96,alpha=1.9
4661,70,alpha=1.9
4662,67,alpha=1.9
4663,95,alpha=1.9
4664,124,alpha=1.9
4665,94,alpha=1.9
4666,98,alpha=1.9
4667,99,alpha=1.9
4668,98,alpha=1.9
4669,94,alpha=1.9
4670,72,alpha=1.9
4671,112,alpha=1.9
4672,73,alpha=1.9
4673,92,alpha=1.9
4674,139,alpha=1.9
4675,125,alpha=1.9
4676,208,alpha=1.9
4677,105,alpha=1.9
4678,95,alpha=1.9
4679,103,alpha=1.9
4680,89,alpha=1.9
4681,94,alpha=1.9
4682,106,alpha=1.9
4683,106,alpha=1.9
4684,86,alpha=1.9
4685,107,alpha=1.9
4686,66,alpha=1.9
4687,64,alpha=1.9
4688,109,alpha=1.9
4689,97,alpha=1.9
4690,77,alpha=1.9
4691,102,alpha=1.9
4692,83,alpha=1.9
4693,81,alpha=1.9
4694,99,alpha=1.9
4695,81,alpha=1.9
4696,104,alpha=1.9
4697,112,alpha=1.9
4698,108,alpha=1.9
4699,111,alpha=1.9
4700,95,alpha=1.9
4701,84,alpha=1.9
4702,115,alpha=1.9
4703,93,alpha=1.9
4704,89,alpha=1.9
4705,82,alpha=1.9
4706,74,alpha=1.9
4707,137,alpha=1.9
4708,106,alpha=1.9
4709,113,alpha=1.9
4710,68,alpha=1.9
4711,86,alpha=1.9
4712,87,alpha=1.9
4713,108,alpha=1.9
4714,59,alpha=1.9
4715,83,alpha=1.9
4716,87,alpha=1.9
4717,102,alpha=1.9
4718,99,alpha=1.9
4719,90,alpha=1.9
4720,87,alpha=1.9
4721,114,alpha=1.9
4722,78,alpha=1.9
4723,79,alpha=1.9
4724,78,alpha=1.9
4725,94,alpha=1.9
4726,153,alpha=1.9
4727,113,alpha=1.9
4728,72,alpha=1.9
4729,87,alpha=1.9
4730,72,alpha=1.9
4731,77,alpha=1.9
4732,110,alpha=1.9
4733,116,alpha=1.9
4734,167,alpha=1.9
4735,113,alpha=1.9
4736,101,alpha=1.9
4737,106,alpha=1.9
4738,105,alpha=1.9
4739,94,alpha=1.9
4740,141,alpha=1.9
4741,77,alpha=1.9
4742,95,alpha=1.9
4743,147,alpha=1.9
4744,96,alpha=1.9
4745,132,alpha=1.9
4746,62,alpha=1.9
4747,125,alpha=1.9
4748,85,alpha=1.9
4749,107,alpha=1.9
4750,85,alpha=1.9
4751,130,alpha=1.9
4752,103,alpha=1.9
4753,112,alpha=1.9
4754,78,alpha=1.9
4755,89,alpha=1.9
4756,112,alpha=1.9
4757,130,alpha=1.9
4758,94,alpha=1.9
4759,102,alpha=1.9
4760,91,alpha=1.9
4761,97,alpha=1.9
4762,79,alpha=1.9
4763,62,alpha=1.9
4764,83,alpha=1.9
4765,93,alpha=1.9
4766,105,alpha=1.9
4767,70,alpha=1.9
4768,102,alpha=1.9
4769,96,alpha=1.9
4770,92,alpha=1.9
4771,95,alpha=1.9
4772,140,alpha=1.9
4773,113,alpha=1.9
4774,104,alpha=1.9
4775,77,alpha=1.9
4776,91,alpha=1.9
4777,82,alpha=1.9
4778,99,alpha=1.9
4779,156,alpha=1.9
4780,154,alpha=1.9
4781,80,alpha=1.9
4782,86,alpha=1.9
4783,123,alpha=1.9
4784,80,alpha=1.9
4785,96,alpha=1.9
4786,112,alpha=1.9
4787,210,alpha=1.9
4788,78,alpha=1.9
4789,85,alpha=1.9
4790,90,alpha=1.9
4791,94,alpha=1.9
4792,106,alpha=1.9
4793,118,alpha=1.9
4794,86,alpha=1.9
4795,103,alpha=1.9
4796,97,alpha=1.9
4797,92,alpha=1.9
4798,98,alpha=1.9
4799,73,alpha=1.9
4800,78,alpha=1.9
4801,209,alpha=1.9
4802,110,alpha=1.9
4803,98,alpha=1.9
4804,106,alpha=1.9
4805,117,alpha=1.9
4806,106,alpha=1.9
4807,87,alpha=1.9
4808,127,alpha=1.9
4809,114,alpha=1.9
4810,90,alpha=1.9
4811,132,alpha=1.9
4812,101,alpha=1.9
4813,93,alpha=1.9
4814,84,alpha=1.9
4815,75,alpha=1.9
4816,92,alpha=1.9
4817,95,alpha=1.9
4818,78,alpha=1.9
4819,138,alpha=1.9
4820,113,alpha=1.9
4821,91,alpha=1.9
4822,75,alpha=1.9
4823,99,alpha=1.9
4824,118,alpha=1.9
4825,120,alpha=1.9
4826,93,alpha=1.9
4827,179,alpha=1.9
4828,97,alpha=1.9
4829,97,alpha=1.9
4830,135,alpha=1.9
4831,86,alpha=1.9
4832,121,alpha=1.9
4833,139,alpha=1.9
4834,136,alpha=1.9
4835,85,alpha=1.9
4836,142,alpha=1.9
4837,90,alpha=1.9
4838,116,alpha=1.9
4839,84,alpha=1.9
4840,115,alpha=1.9
4841,126,alpha=1.9
4842,96,alpha=1.9
4843,94,alpha=1.9
4844,86,alpha=1.9
4845,100,alpha=1.9
4846,81,alpha=1.9
4847,85,alpha=1.9
4848,93,alpha=1.9
4849,104,alpha=1.9
4850,99,alpha=1.9
4851,89,alpha=1.9
4852,106,alpha=1.9
4853,105,alpha=1.9
4854,119,alpha=1.9
4855,78,alpha=1.9
4856,88,alpha=1.9
4857,73,alpha=1.9
4858,102,alpha=1.9
4859,99,alpha=1.9
4860,127,alpha=1.9
4861,111,alpha=1.9
4862,154,alpha=1.9
4863,94,alpha=1.9
4864,110,alpha=1.9
4865,112,alpha=1.9
4866,107,alpha=1.9
4867,76,alpha=1.9
4868,87,alpha=1.9
4869,140,alpha=1.9
4870,83,alpha=1.9
4871,77,alpha=1.9
4872,86,alpha=1.9
4873,97,alpha=1.9
4874,74,alpha=1.9
4875,103,alpha=1.9
4876,86,alpha=1.9
4877,89,alpha=1.9
4878,105,alpha=1.9
4879,90,alpha=1.9
4880,106,alpha=1.9
4881,98,alpha=1.9
4882,102,alpha=1.9
4883,98,alpha=1.9
4884,90,alpha=1.9
4885,116,alpha=1.9
4886,94,alpha=1.9
4887,153,alpha=1.9
4888,117,alpha=1.9
4889,80,alpha=1.9
4890,110,alpha=1.9
4891,105,alpha=1.9
4892,133,alpha=1.9
4893,107,alpha=1.9
4894,78,alpha=1.9
4895,125,alpha=1.9
4896,73,alpha=1.9
4897,71,alpha=1.9
4898,110,alpha=1.9
4899,84,alpha=1.9
4900,72,alpha=1.9
4901,123,alpha=1.9
4902,104,alpha=1.9
4903,119,alpha=1.9
4904,95,alpha=1.9
4905,112,alpha=1.9
4906,101,alpha=1.9
4907,100,alpha=1.9
4908,112,alpha=1.9
4909,100,alpha=1.9
4910,122,alpha=1.9
4911,102,alpha=1.9
4912,96,alpha=1.9
4913,93,alpha=1.9
4914,104,alpha=1.9
4915,84,alpha=1.9
4916,83,alpha=1.9
4917,96,alpha=1.9
4918,103,alpha=1.9
4919,90,alpha=1.9
4920,107,alpha=1.9
4921,101,alpha=1.9
4922,68,alpha=1.9
4923,95,alpha=1.9
4924,94,alpha=1.9
4925,87,alpha=1.9
4926,91,alpha=1.9
4927,72,alpha=1.9
4928,74,alpha=1.9
4929,95,alpha=1.9
4930,87,alpha=1.9
4931,93,alpha=1.9
4932,108,alpha=1.9
4933,100,alpha=1.9
4934,105,alpha=1.9
4935,126,alpha=1.9
4936,95,alpha=1.9
4937,155,alpha=1.9
4938,67,alpha=1.9
4939,103,alpha=1.9
4940,119,alpha=1.9
4941,95,alpha=1.9
4942,201,alpha=1.9
4943,97,alpha=1.9
4944,101,alpha=1.9
4945,80,alpha=1.9
4946,87,alpha=1.9
4947,141,alpha=1.9
4948,116,alpha=1.9
4949,102,alpha=1.9
4950,89,alpha=1.9
4951,86,alpha=1.9
4952,97,alpha=1.9
4953,109,alpha=1.9
4954,115,alpha=1.9
4955,89,alpha=1.9
4956,83,alpha=1.9
4957,125,alpha=1.9
4958,113,alpha=1.9
4959,80,alpha=1.9
4960,100,alpha=1.9
4961,96,alpha=1.9
4962,88,alpha=1.9
4963,75,alpha=1.9
4964,89,alpha=1.9
4965,62,alpha=1.9
4966,80,alpha=1.9
4967,71,alpha=1.9
4968,83,alpha=1.9
4969,80,alpha=1.9
4970,89,alpha=1.9
4971,106,alpha=1.9
4972,130,alpha=1.9
4973,76,alpha=1.9
4974,112,alpha=1.9
4975,143,alpha=1.9
4976,97,alpha=1.9
4977,86,alpha=1.9
4978,109,alpha=1.9
4979,130,alpha=1.9
4980,103,alpha=1.9
4981,81,alpha=1.9
4982,113,alpha=1.9
4983,81,alpha=1.9
4984,81,alpha=1.9
4985,112,alpha=1.9
4986,92,alpha=1.9
4987,101,alpha=1.9
4988,114,alpha=1.9
4989,84,alpha=1.9
4990,100,alpha=1.9
4991,75,alpha=1.9
4992,71,alpha=1.9
4993,70,alpha=1.9
4994,93,alpha=1.9
4995,112,alpha=1.9
4996,102,alpha=1.9
4997,93,alpha=1.9
4998,90,alpha=1.9
4999,83,alpha=1.9
0,121,alpha=1.7
1,134,alpha=1.7
2,77,alpha=1.7
3,77,alpha=1.7
4,104,alpha=1.7
5,94,alpha=1.7
6,62,alpha=1.7
7,80,alpha=1.7
8,83,alpha=1.7
9,89,alpha=1.7
10,91,alpha=1.7
11,101,alpha=1.7
12,90,alpha=1.7
13,89,alpha=1.7
14,118,alpha=1.7
15,104,alpha=1.7
16,89,alpha=1.7
17,102,alpha=1.7
18,86,alpha=1.7
19,70,alpha=1.7
20,93,alpha=1.7
21,146,alpha=1.7
22,107,alpha=1.7
23,79,alpha=1.7
24,94,alpha=1.7
25,72,alpha=1.7
26,108,alpha=1.7
27,64,alpha=1.7
28,100,alpha=1.7
29,131,alpha=1.7
30,81,alpha=1.7
31,93,alpha=1.7
32,96,alpha=1.7
33,118,alpha=1.7
34,112,alpha=1.7
35,99,alpha=1.7
36,76,alpha=1.7
37,79,alpha=1.7
38,111,alpha=1.7
39,135,alpha=1.7
40,131,alpha=1.7
41,91,alpha=1.7
42,108,alpha=1.7
43,133,alpha=1.7
44,80,alpha=1.7
45,70,alpha=1.7
46,96,alpha=1.7
47,75,alpha=1.7
48,79,alpha=1.7
49,108,alpha=1.7
50,125,alpha=1.7
51,113,alpha=1.7
52,79,alpha=1.7
53,110,alpha=1.7
54,86,alpha=1.7
55,75,alpha=1.7
56,117,alpha=1.7
57,57,alpha=1.7
58,109,alpha=1.7
59,146,alpha=1.7
60,79,alpha=1.7
61,95,alpha=1.7
62,109,alpha=1.7
63,96,alpha=1.7
64,75,alpha=1.7
65,129,alpha=1.7
66,98,alpha=1.7
67,86,alpha=1.7
68,95,alpha=1.7
69,93,alpha=1.7
70,67,alpha=1.7
71,91,alpha=1.7
72,90,alpha=1.7
73,106,alpha=1.7
74,175,alpha=1.7
75,77,alpha=1.7
76,56,alpha=1.7
77,90,alpha=1.7
78,130,alpha=1.7
79,78,alpha=1.7
80,82,alpha=1.7
81,71,alpha=1.7
82,92,alpha=1.7
83,91,alpha=1.7
84,115,alpha=1.7
85,60,alpha=1.7
86,63,alpha=1.7
87,95,alpha=1.7
88,79,alpha=1.7
89,135,alpha=1.7
90,69,alpha=1.7
91,113,alpha=1.7
92,73,alpha=1.7
93,130,alpha=1.7
94,94,alpha=1.7
95,89,alpha=1.7
96,105,alpha=1.7
97,102,alpha=1.7
98,73,alpha=1.7
99,76,alpha=1.7
100,93,alpha=1.7
101,97,alpha=1.7
102,121,alpha=1.7
103,195,alpha=1.7
104,98,alpha=1.7
105,67,alpha=1.7
106,96,alpha=1.7
107,66,alpha=1.7
108,96,alpha=1.7
109,121,alpha=1.7
110,107,alpha=1.7
111,79,alpha=1.7
112,76,alpha=1.7
113,104,alpha=1.7
114,80,alpha=1.7
115,62,alpha=1.7
116,131,alpha=1.7
117,48,alpha=1.7
118,110,alpha=1.7
119,81,alpha=1.7
120,92,alpha=1.7
121,142,alpha=1.7
122,115,alpha=1.7
123,91,alpha=1.7
124,89,alpha=1.7
125,110,alpha=1.7
126,97,alpha=1.7
127,100,alpha=1.7
128,69,alpha=1.7
129,49,alpha=1.7
130,71,alpha=1.7
131,92,alpha=1.7
132,87,alpha=1.7
133,89,alpha=1.7
134,76,alpha=1.7
135,91,alpha=1.7
136,125,alpha=1.7
137,67,alpha=1.7
138,105,alpha=1.7
139,91,alpha=1.7
140,148,alpha=1.7
141,80,alpha=1.7
142,127,alpha=1.7
143,91,alpha=1.7
144,68,alpha=1.7
145,77,alpha=1.7
146,105,alpha=1.7
147,162,alpha=1.7
148,81,alpha=1.7
149,63,alpha=1.7
150,109,alpha=1.7
151,74,alpha=1.7
152,86,alpha=1.7
153,66,alpha=1.7
154,65,alpha=1.7
155,76,alpha=1.7
156,122,alpha=1.7
157,86,alpha=1.7
158,97,alpha=1.7
159,61,alpha=1.7
